Status,LeadSource,CreatedDate,AnnualRevenue,Sector,ProductInterest,State,IsConverted
Working,Partner,2025-05-14,8954905,Financial Services,Commercial Property,Santa Catarina,0
Working,LinkedIn,2025-11-22,2250805,FinTech,Cyber Liability Insurance,Santa Catarina,0
Closed - Not Converted,Partner,2025-11-12,590271,Insurance,Group Health Insurance,Parana,0
Closed - Converted,Referral,2025-03-30,619213,Insurance,Fleet Auto Insurance,Distrito Federal,1
Nurturing,Web,2025-06-01,2498211,Financial Services,Pension Fund Management,Parana,0
New,Partner,2025-09-29,2223858,Insurance,Pension Fund Management,Santa Catarina,0
Working,Referral,2025-06-17,1130361,Insurance,Fleet Auto Insurance,Santa Catarina,0
Closed - Converted,Trade Show,2025-01-24,12108163,Financial Services,Group Health Insurance,Minas Gerais,1
Closed - Converted,LinkedIn,2025-05-10,2625059,Financial Services,Commercial Property,Parana,1
Nurturing,Web,2025-06-25,1312439,Healthcare,Directors & Officers (D&O),Parana,0
Closed - Not Converted,Referral,2025-11-15,379772,Insurance,Fleet Auto Insurance,Sao Paulo,0
New,Partner,2025-09-16,15917211,Financial Services,Commercial Property,Distrito Federal,0
New,Partner,2025-05-29,14528237,Banking,Corporate Life Insurance,Rio de Janeiro,0
New,Referral,2025-01-10,662338,Insurance,Corporate Life Insurance,Sao Paulo,0
Working,Trade Show,2025-06-05,42433445,Financial Services,Fleet Auto Insurance,Rio de Janeiro,0
Closed - Converted,LinkedIn,2025-11-18,12545969,Healthcare,Corporate Life Insurance,Minas Gerais,1
Closed - Converted,LinkedIn,2025-07-24,839646,Insurance,Fleet Auto Insurance,Santa Catarina,1
New,Cold Call,2025-08-10,7299064,Financial Services,Directors & Officers (D&O),Rio de Janeiro,0
Closed - Not Converted,Web,2025-10-23,30932161,Financial Services,Cyber Liability Insurance,Minas Gerais,0
Closed - Converted,Referral,2025-10-27,25002426,Financial Services,Cyber Liability Insurance,Santa Catarina,1
Working,Trade Show,2025-07-25,31675103,Financial Services,Cyber Liability Insurance,Rio Grande do Sul,0
Working,Trade Show,2025-04-24,682146,Insurance,Fleet Auto Insurance,Parana,0
New,Trade Show,2025-07-15,14501310,Banking,Group Health Insurance,Rio de Janeiro,0
Working,Partner,2025-07-11,560282,Insurance,Cyber Liability Insurance,Minas Gerais,0
Working,Web,2025-01-04,18414000,Financial Services,Pension Fund Management,Sao Paulo,0
New,Trade Show,2025-04-23,2203341,Financial Services,Corporate Life Insurance,Rio de Janeiro,0
Closed - Converted,Referral,2025-05-18,4724801,Insurance,Fleet Auto Insurance,Bahia,1
New,Trade Show,2025-08-24,902058,Financial Services,Pension Fund Management,Sao Paulo,0
Working,Trade Show,2025-07-10,17136135,Financial Services,Group Health Insurance,Santa Catarina,0
New,LinkedIn,2025-09-29,2843135,Financial Services,Directors & Officers (D&O),Parana,0
Closed - Not Converted,Cold Call,2025-07-16,3499197,Healthcare,Commercial Property,Rio de Janeiro,0
Working,Trade Show,2025-04-10,18455033,Financial Services,Cyber Liability Insurance,Rio Grande do Sul,0
Closed - Converted,Web,2025-02-01,8332006,Financial Services,Pension Fund Management,Sao Paulo,1
Working,Trade Show,2025-11-05,6249906,Retail,Pension Fund Management,Bahia,0
Nurturing,Cold Call,2025-04-26,1572148,Retail,Commercial Property,Rio de Janeiro,0
Working,Cold Call,2025-08-31,25399562,Financial Services,Directors & Officers (D&O),Rio de Janeiro,0
New,Web,2025-08-21,682428,Retail,Group Health Insurance,Sao Paulo,0
Closed - Not Converted,Referral,2025-03-28,16754151,Financial Services,Corporate Life Insurance,Distrito Federal,0
New,Web,2025-05-11,4561310,Financial Services,Fleet Auto Insurance,Rio Grande do Sul,0
Working,LinkedIn,2025-11-05,3840229,Insurance,Cyber Liability Insurance,Bahia,0
New,LinkedIn,2025-04-14,2216476,Financial Services,Group Health Insurance,Minas Gerais,0
Closed - Converted,LinkedIn,2025-09-28,21270132,Financial Services,Fleet Auto Insurance,Bahia,1
Working,Partner,2025-05-25,465680,FinTech,Pension Fund Management,Santa Catarina,0
Closed - Converted,Web,2025-09-13,5982858,Banking,Cyber Liability Insurance,Santa Catarina,1
Working,Referral,2025-03-02,46884023,Financial Services,Fleet Auto Insurance,Santa Catarina,0
Working,Cold Call,2025-11-11,12108734,FinTech,Cyber Liability Insurance,Sao Paulo,0
Working,Cold Call,2025-06-12,1024180,Financial Services,Commercial Property,Rio de Janeiro,0
Closed - Converted,Partner,2025-07-29,3412727,Retail,Group Health Insurance,Parana,1
Working,Web,2025-02-25,1176879,Insurance,Directors & Officers (D&O),Rio de Janeiro,0
Working,Cold Call,2025-07-30,5733796,Financial Services,Commercial Property,Minas Gerais,0
New,Partner,2025-07-28,9865003,Financial Services,Commercial Property,Rio de Janeiro,0
Closed - Not Converted,Cold Call,2025-05-28,1626734,Insurance,Corporate Life Insurance,Santa Catarina,0
Working,Cold Call,2025-11-05,29917996,Financial Services,Directors & Officers (D&O),Sao Paulo,0
Nurturing,Partner,2025-08-19,3863265,Financial Services,Directors & Officers (D&O),Distrito Federal,0
Closed - Not Converted,Cold Call,2025-11-02,285253,Insurance,Commercial Property,Parana,0
Working,Referral,2025-08-16,9949555,Financial Services,Pension Fund Management,Sao Paulo,0
New,Partner,2025-06-28,3208648,Banking,Corporate Life Insurance,Parana,0
Closed - Converted,Referral,2025-08-06,3474925,Financial Services,Commercial Property,Bahia,1
Closed - Not Converted,Partner,2025-06-28,3294675,Financial Services,Pension Fund Management,Sao Paulo,0
Closed - Not Converted,Cold Call,2025-11-05,2073089,Healthcare,Corporate Life Insurance,Minas Gerais,0
Working,Web,2025-04-26,4947014,Banking,Pension Fund Management,Distrito Federal,0
New,LinkedIn,2025-11-05,3897220,Insurance,Pension Fund Management,Minas Gerais,0
Closed - Not Converted,LinkedIn,2025-05-27,9756348,Financial Services,Group Health Insurance,Bahia,0
Working,LinkedIn,2025-03-15,16178263,Financial Services,Commercial Property,Santa Catarina,0
Closed - Not Converted,LinkedIn,2025-05-18,852702,Financial Services,Directors & Officers (D&O),Minas Gerais,0
Closed - Not Converted,Referral,2025-01-09,1044489,Healthcare,Pension Fund Management,Rio de Janeiro,0
Closed - Not Converted,Cold Call,2025-03-06,11894353,Financial Services,Corporate Life Insurance,Santa Catarina,0
Closed - Not Converted,Trade Show,2025-01-10,1021772,Insurance,Commercial Property,Rio Grande do Sul,0
Working,Cold Call,2025-09-24,6785837,FinTech,Pension Fund Management,Rio de Janeiro,0
Working,Trade Show,2025-11-11,520408,Financial Services,Corporate Life Insurance,Distrito Federal,0
Closed - Not Converted,Cold Call,2025-10-03,1441314,Financial Services,Pension Fund Management,Bahia,0
Closed - Converted,Cold Call,2025-08-13,431308,Insurance,Commercial Property,Santa Catarina,1
Closed - Not Converted,Referral,2025-10-07,25864149,Banking,Commercial Property,Distrito Federal,0
New,LinkedIn,2025-05-21,1191267,Insurance,Directors & Officers (D&O),Rio de Janeiro,0
Nurturing,Partner,2025-10-01,30475309,Banking,Corporate Life Insurance,Bahia,0
Working,Cold Call,2025-06-13,4039737,Insurance,Corporate Life Insurance,Minas Gerais,0
Working,Cold Call,2025-01-19,843264,Retail,Fleet Auto Insurance,Santa Catarina,0
Working,Referral,2025-05-09,2215950,Insurance,Fleet Auto Insurance,Bahia,0
Closed - Converted,Cold Call,2025-10-10,6552225,Healthcare,Corporate Life Insurance,Bahia,1
New,Partner,2025-02-16,23967664,Banking,Directors & Officers (D&O),Parana,0
Nurturing,Referral,2025-02-05,1794868,Insurance,Pension Fund Management,Santa Catarina,0
Nurturing,Referral,2025-04-26,1425876,Financial Services,Cyber Liability Insurance,Santa Catarina,0
Working,Referral,2025-04-14,17910261,Financial Services,Pension Fund Management,Parana,0
Working,LinkedIn,2025-03-05,1703270,Insurance,Directors & Officers (D&O),Santa Catarina,0
Working,LinkedIn,2025-02-24,30217543,Financial Services,Group Health Insurance,Santa Catarina,0
New,Partner,2025-01-20,46511116,Financial Services,Directors & Officers (D&O),Bahia,0
Closed - Not Converted,Cold Call,2025-11-23,7562692,Financial Services,Directors & Officers (D&O),Parana,0
Working,LinkedIn,2025-09-12,1698593,Insurance,Pension Fund Management,Rio Grande do Sul,0
Nurturing,Referral,2025-02-03,10396969,Financial Services,Directors & Officers (D&O),Bahia,0
Closed - Not Converted,Web,2025-06-29,8682672,Financial Services,Commercial Property,Rio Grande do Sul,0
Working,Trade Show,2025-05-01,3079774,Insurance,Pension Fund Management,Rio Grande do Sul,0
New,Referral,2025-04-13,5839574,Banking,Cyber Liability Insurance,Sao Paulo,0
Closed - Not Converted,Trade Show,2025-09-10,1781928,FinTech,Pension Fund Management,Santa Catarina,0
Closed - Not Converted,Partner,2025-11-19,2377713,Insurance,Fleet Auto Insurance,Santa Catarina,0
Closed - Not Converted,LinkedIn,2025-03-03,194132,FinTech,Cyber Liability Insurance,Minas Gerais,0
Working,Web,2025-11-11,9076750,Financial Services,Group Health Insurance,Rio de Janeiro,0
New,Cold Call,2025-06-06,83374038,Financial Services,Commercial Property,Rio de Janeiro,0
Working,Referral,2025-10-19,2173828,Insurance,Cyber Liability Insurance,Rio Grande do Sul,0
Working,LinkedIn,2025-07-13,14303236,Banking,Cyber Liability Insurance,Parana,0
Closed - Converted,Partner,2025-02-01,3290376,Financial Services,Group Health Insurance,Minas Gerais,1
Nurturing,Referral,2025-10-06,12839506,Financial Services,Directors & Officers (D&O),Bahia,0
Working,Trade Show,2025-05-30,1104685,Insurance,Cyber Liability Insurance,Parana,0
Closed - Converted,LinkedIn,2025-03-11,243735,Insurance,Cyber Liability Insurance,Minas Gerais,1
New,Partner,2025-02-19,8645906,Financial Services,Directors & Officers (D&O),Santa Catarina,0
Closed - Converted,LinkedIn,2025-10-10,6520082,Insurance,Corporate Life Insurance,Rio Grande do Sul,1
New,Web,2025-04-07,12298478,Financial Services,Directors & Officers (D&O),Minas Gerais,0
Working,Trade Show,2025-03-29,2132585,Insurance,Cyber Liability Insurance,Rio de Janeiro,0
New,LinkedIn,2025-10-29,462323,Insurance,Group Health Insurance,Rio Grande do Sul,0
Working,Trade Show,2025-08-30,5009603,Financial Services,Commercial Property,Rio Grande do Sul,0
Closed - Converted,Web,2025-06-09,366979,Insurance,Group Health Insurance,Minas Gerais,1
Working,Referral,2025-03-24,1892684,Insurance,Fleet Auto Insurance,Distrito Federal,0
New,Trade Show,2025-10-06,1481816,Insurance,Pension Fund Management,Rio de Janeiro,0
New,Web,2025-08-01,46960360,Financial Services,Pension Fund Management,Parana,0
Closed - Converted,Partner,2025-01-08,42164184,Financial Services,Corporate Life Insurance,Rio de Janeiro,1
New,Trade Show,2025-03-28,5793328,Financial Services,Group Health Insurance,Santa Catarina,0
Working,Trade Show,2025-03-26,8518958,Financial Services,Pension Fund Management,Bahia,0
New,Referral,2025-10-22,337199,Insurance,Pension Fund Management,Minas Gerais,0
Closed - Not Converted,Cold Call,2025-04-14,11599237,Financial Services,Pension Fund Management,Rio Grande do Sul,0
New,Trade Show,2025-07-04,461018,FinTech,Directors & Officers (D&O),Rio de Janeiro,0
Closed - Not Converted,LinkedIn,2025-11-17,5303358,Banking,Group Health Insurance,Santa Catarina,0
Closed - Converted,LinkedIn,2025-02-01,7612703,Financial Services,Commercial Property,Parana,1
Closed - Converted,LinkedIn,2025-09-07,2089454,Financial Services,Pension Fund Management,Bahia,1
Working,Partner,2025-01-12,26426553,Banking,Directors & Officers (D&O),Santa Catarina,0
Closed - Converted,Trade Show,2025-10-06,3923003,Insurance,Group Health Insurance,Bahia,1
New,LinkedIn,2025-07-13,1539758,Financial Services,Corporate Life Insurance,Minas Gerais,0
New,Referral,2025-10-22,391307,Retail,Fleet Auto Insurance,Distrito Federal,0
Working,Cold Call,2025-06-30,5944243,Financial Services,Directors & Officers (D&O),Rio de Janeiro,0
New,Web,2025-04-15,3791349,Financial Services,Fleet Auto Insurance,Rio Grande do Sul,0
New,Trade Show,2025-08-24,6057274,Insurance,Commercial Property,Distrito Federal,0
Closed - Converted,Trade Show,2025-04-30,3669130,Insurance,Cyber Liability Insurance,Minas Gerais,1
Nurturing,Cold Call,2025-05-09,1764969,Financial Services,Fleet Auto Insurance,Rio de Janeiro,0
New,Referral,2025-10-18,4633574,Financial Services,Fleet Auto Insurance,Sao Paulo,0
Working,Partner,2025-05-27,1211833,Banking,Fleet Auto Insurance,Rio Grande do Sul,0
New,Referral,2025-08-06,4370491,Financial Services,Group Health Insurance,Parana,0
Closed - Converted,Web,2025-01-28,3927695,Retail,Cyber Liability Insurance,Sao Paulo,1
Nurturing,Partner,2025-01-29,815855,Insurance,Directors & Officers (D&O),Parana,0
New,Referral,2025-07-08,3658745,Financial Services,Pension Fund Management,Bahia,0
New,Partner,2025-11-14,2521848,Financial Services,Directors & Officers (D&O),Santa Catarina,0
New,Trade Show,2025-10-22,1148942,Insurance,Directors & Officers (D&O),Parana,0
Closed - Converted,Trade Show,2025-11-17,51992426,Financial Services,Directors & Officers (D&O),Santa Catarina,1
New,LinkedIn,2025-07-23,7109532,Financial Services,Fleet Auto Insurance,Parana,0
New,Cold Call,2025-01-24,17723165,Financial Services,Fleet Auto Insurance,Rio Grande do Sul,0
New,LinkedIn,2025-01-04,497040,Insurance,Corporate Life Insurance,Distrito Federal,0
New,Web,2025-08-15,46792312,Financial Services,Commercial Property,Rio de Janeiro,0
Closed - Not Converted,LinkedIn,2025-08-20,1254925,Healthcare,Fleet Auto Insurance,Rio Grande do Sul,0
New,Referral,2025-02-25,1413574,Insurance,Corporate Life Insurance,Bahia,0
Closed - Converted,Referral,2025-09-11,824372,Insurance,Fleet Auto Insurance,Minas Gerais,1
New,Cold Call,2025-04-26,1067160,Insurance,Commercial Property,Rio de Janeiro,0
New,Cold Call,2025-09-07,12742011,Financial Services,Fleet Auto Insurance,Rio de Janeiro,0
Nurturing,LinkedIn,2025-08-16,2587197,FinTech,Pension Fund Management,Bahia,0
Closed - Converted,Cold Call,2025-06-18,3324262,Financial Services,Group Health Insurance,Parana,1
Closed - Not Converted,LinkedIn,2025-08-31,4510565,Financial Services,Pension Fund Management,Rio Grande do Sul,0
Working,Trade Show,2025-09-25,1947988,Retail,Directors & Officers (D&O),Santa Catarina,0
Nurturing,Web,2025-04-04,34556110,Financial Services,Commercial Property,Bahia,0
Working,Trade Show,2025-11-04,1059553,Insurance,Corporate Life Insurance,Rio de Janeiro,0
Nurturing,LinkedIn,2025-01-30,595404,Retail,Fleet Auto Insurance,Sao Paulo,0
New,LinkedIn,2025-06-20,1301426,Insurance,Directors & Officers (D&O),Sao Paulo,0
Closed - Not Converted,LinkedIn,2025-11-02,27564571,Financial Services,Corporate Life Insurance,Rio de Janeiro,0
Closed - Converted,LinkedIn,2025-08-23,1765015,Insurance,Group Health Insurance,Santa Catarina,1
Working,Cold Call,2025-10-14,30343855,Financial Services,Directors & Officers (D&O),Rio de Janeiro,0
Working,Cold Call,2025-11-06,12207501,Financial Services,Pension Fund Management,Sao Paulo,0
New,Web,2025-10-20,1017151,Insurance,Commercial Property,Distrito Federal,0
New,LinkedIn,2025-02-11,4686424,FinTech,Directors & Officers (D&O),Rio de Janeiro,0
Working,Partner,2025-01-02,3382371,Retail,Directors & Officers (D&O),Distrito Federal,0
New,Cold Call,2025-04-30,6066838,Financial Services,Pension Fund Management,Rio Grande do Sul,0
Working,LinkedIn,2025-02-22,2477490,Financial Services,Group Health Insurance,Distrito Federal,0
Closed - Not Converted,Cold Call,2025-02-21,595976,FinTech,Group Health Insurance,Minas Gerais,0
New,LinkedIn,2025-01-17,2550717,Insurance,Pension Fund Management,Parana,0
Nurturing,Web,2025-02-18,8494286,Financial Services,Group Health Insurance,Sao Paulo,0
Closed - Converted,Trade Show,2025-08-20,1601025,Insurance,Pension Fund Management,Minas Gerais,1
New,Referral,2025-07-17,4648998,Financial Services,Pension Fund Management,Rio Grande do Sul,0
New,Referral,2025-01-06,7513866,Healthcare,Corporate Life Insurance,Rio Grande do Sul,0
New,Web,2025-04-27,2909245,Financial Services,Cyber Liability Insurance,Santa Catarina,0
Working,Cold Call,2025-05-16,22459816,Financial Services,Corporate Life Insurance,Parana,0
Nurturing,Trade Show,2025-06-08,1247351,Insurance,Pension Fund Management,Distrito Federal,0
Closed - Not Converted,Referral,2025-01-21,71486470,Financial Services,Directors & Officers (D&O),Rio Grande do Sul,0
Closed - Converted,LinkedIn,2025-01-20,22588209,Banking,Corporate Life Insurance,Rio de Janeiro,1
Nurturing,Partner,2025-02-13,695319,Insurance,Commercial Property,Rio de Janeiro,0
Closed - Converted,Referral,2025-03-17,585850,FinTech,Corporate Life Insurance,Rio Grande do Sul,1
New,Cold Call,2025-09-21,34592693,Financial Services,Corporate Life Insurance,Sao Paulo,0
Nurturing,Web,2025-04-04,2584247,Insurance,Fleet Auto Insurance,Bahia,0
Working,Web,2025-06-20,2126026,Financial Services,Commercial Property,Sao Paulo,0
New,Web,2025-08-25,2312219,Insurance,Corporate Life Insurance,Minas Gerais,0
Working,Partner,2025-10-10,1371499,Financial Services,Pension Fund Management,Rio Grande do Sul,0
Closed - Not Converted,Partner,2025-07-18,1107038,Healthcare,Directors & Officers (D&O),Rio Grande do Sul,0
Working,Web,2025-06-21,3344088,Insurance,Corporate Life Insurance,Santa Catarina,0
New,Web,2025-02-13,1095434,FinTech,Pension Fund Management,Rio Grande do Sul,0
Nurturing,Partner,2025-01-22,2934133,Banking,Group Health Insurance,Parana,0
Working,Partner,2025-03-09,11453988,Financial Services,Fleet Auto Insurance,Minas Gerais,0
Closed - Not Converted,Referral,2025-08-09,11903305,Financial Services,Group Health Insurance,Bahia,0
Closed - Not Converted,LinkedIn,2025-05-13,1963721,FinTech,Pension Fund Management,Parana,0
Working,Referral,2025-07-20,9796672,Financial Services,Fleet Auto Insurance,Bahia,0
New,Web,2025-06-07,13312187,Financial Services,Fleet Auto Insurance,Parana,0
Nurturing,Trade Show,2025-04-02,1211503,Insurance,Corporate Life Insurance,Parana,0
Working,Cold Call,2025-01-18,15949310,Financial Services,Pension Fund Management,Rio Grande do Sul,0
Working,Referral,2025-10-31,754474,Insurance,Directors & Officers (D&O),Rio de Janeiro,0
Closed - Converted,Cold Call,2025-11-05,17061779,Financial Services,Directors & Officers (D&O),Rio de Janeiro,1
Closed - Converted,LinkedIn,2025-02-19,1128910,Retail,Cyber Liability Insurance,Parana,1
New,Referral,2025-05-06,10575043,Financial Services,Corporate Life Insurance,Parana,0
Closed - Not Converted,Cold Call,2025-05-03,262932,Insurance,Commercial Property,Parana,0
Working,Trade Show,2025-01-04,2584386,Insurance,Pension Fund Management,Santa Catarina,0
Working,LinkedIn,2025-10-03,4906975,Retail,Corporate Life Insurance,Parana,0
Working,Trade Show,2025-06-17,21971605,Financial Services,Pension Fund Management,Rio de Janeiro,0
Working,Trade Show,2025-01-13,3970212,Insurance,Cyber Liability Insurance,Distrito Federal,0
New,Partner,2025-11-20,32927474,Financial Services,Group Health Insurance,Sao Paulo,0
Working,Trade Show,2025-03-13,3858888,Banking,Cyber Liability Insurance,Sao Paulo,0
Closed - Converted,Trade Show,2025-06-19,5945755,Banking,Pension Fund Management,Minas Gerais,1
Working,LinkedIn,2025-08-11,1733945,Healthcare,Group Health Insurance,Sao Paulo,0
New,Web,2025-07-10,1522137,Insurance,Commercial Property,Minas Gerais,0
Working,Cold Call,2025-10-29,2026786,Financial Services,Pension Fund Management,Santa Catarina,0
New,Web,2025-06-16,16822553,Financial Services,Directors & Officers (D&O),Parana,0
New,Referral,2025-09-16,2897910,FinTech,Cyber Liability Insurance,Bahia,0
Closed - Not Converted,Web,2025-10-03,7473341,Financial Services,Commercial Property,Minas Gerais,0
New,Partner,2025-03-05,5021122,Financial Services,Directors & Officers (D&O),Minas Gerais,0
Closed - Not Converted,Cold Call,2025-10-25,2213344,Retail,Cyber Liability Insurance,Parana,0
Nurturing,Referral,2025-02-06,3218316,FinTech,Cyber Liability Insurance,Parana,0
Closed - Converted,LinkedIn,2025-10-05,13588428,Banking,Cyber Liability Insurance,Rio Grande do Sul,1
Working,Cold Call,2025-05-09,5250002,Financial Services,Corporate Life Insurance,Distrito Federal,0
Closed - Converted,LinkedIn,2025-04-11,464008,Financial Services,Cyber Liability Insurance,Parana,1
Working,Trade Show,2025-04-30,50585845,Financial Services,Cyber Liability Insurance,Minas Gerais,0
New,Web,2025-09-12,6261785,Financial Services,Corporate Life Insurance,Sao Paulo,0
Working,Web,2025-11-26,6177814,Insurance,Fleet Auto Insurance,Santa Catarina,0
Working,Referral,2025-02-13,15080294,Banking,Fleet Auto Insurance,Bahia,0
New,LinkedIn,2025-04-06,566050,Healthcare,Pension Fund Management,Rio de Janeiro,0
New,Trade Show,2025-01-11,13671412,Banking,Pension Fund Management,Parana,0
Nurturing,Partner,2025-05-15,564188,FinTech,Fleet Auto Insurance,Rio de Janeiro,0
New,Web,2025-01-04,42765014,Banking,Pension Fund Management,Rio Grande do Sul,0
New,Trade Show,2025-06-16,3714377,Financial Services,Cyber Liability Insurance,Parana,0
New,LinkedIn,2025-01-14,45958273,Financial Services,Fleet Auto Insurance,Bahia,0
New,Cold Call,2025-11-04,23289388,Financial Services,Commercial Property,Rio Grande do Sul,0
Closed - Converted,Cold Call,2025-07-28,7898926,Insurance,Commercial Property,Sao Paulo,1
Working,Partner,2025-04-19,5608432,Financial Services,Corporate Life Insurance,Rio de Janeiro,0
Working,Web,2025-06-03,5914882,Financial Services,Pension Fund Management,Distrito Federal,0
Working,Cold Call,2025-04-04,257630,Insurance,Directors & Officers (D&O),Santa Catarina,0
New,Trade Show,2025-03-28,658691,Insurance,Fleet Auto Insurance,Sao Paulo,0
Closed - Converted,LinkedIn,2025-04-20,15860955,Financial Services,Cyber Liability Insurance,Rio Grande do Sul,1
New,Trade Show,2025-07-17,1332895,Insurance,Corporate Life Insurance,Bahia,0
Closed - Converted,LinkedIn,2025-04-29,15187160,Banking,Commercial Property,Santa Catarina,1
Working,Web,2025-03-07,3683584,Financial Services,Fleet Auto Insurance,Santa Catarina,0
New,Trade Show,2025-09-23,605941,FinTech,Fleet Auto Insurance,Sao Paulo,0
Closed - Not Converted,Trade Show,2025-11-22,2219767,Banking,Cyber Liability Insurance,Bahia,0
Closed - Converted,Partner,2025-08-04,9951984,Financial Services,Directors & Officers (D&O),Rio de Janeiro,1
New,Cold Call,2025-10-26,4536483,Financial Services,Pension Fund Management,Bahia,0
Working,LinkedIn,2025-09-13,3578636,FinTech,Group Health Insurance,Parana,0
Closed - Not Converted,Web,2025-10-27,13782906,Financial Services,Commercial Property,Parana,0
Nurturing,LinkedIn,2025-02-07,29226252,Financial Services,Cyber Liability Insurance,Bahia,0
New,Cold Call,2025-05-18,1243091,Financial Services,Cyber Liability Insurance,Minas Gerais,0
Closed - Converted,LinkedIn,2025-04-15,906976,Insurance,Corporate Life Insurance,Rio de Janeiro,1
Nurturing,Partner,2025-04-08,435689,FinTech,Corporate Life Insurance,Sao Paulo,0
New,Web,2025-08-27,7228513,Financial Services,Pension Fund Management,Rio de Janeiro,0
New,Trade Show,2025-05-27,19620898,Financial Services,Group Health Insurance,Rio de Janeiro,0
Closed - Converted,Trade Show,2025-02-26,9080593,Financial Services,Commercial Property,Bahia,1
New,LinkedIn,2025-02-02,799544,FinTech,Group Health Insurance,Rio de Janeiro,0
Working,LinkedIn,2025-08-15,12749458,Financial Services,Pension Fund Management,Parana,0
New,Cold Call,2025-05-21,2771704,Retail,Directors & Officers (D&O),Distrito Federal,0
New,Trade Show,2025-01-22,4541041,Banking,Corporate Life Insurance,Minas Gerais,0
Working,Web,2025-01-13,2584496,Insurance,Fleet Auto Insurance,Distrito Federal,0
New,Cold Call,2025-07-01,7147438,Financial Services,Corporate Life Insurance,Parana,0
New,LinkedIn,2025-07-10,6106887,Financial Services,Group Health Insurance,Bahia,0
Closed - Converted,Referral,2025-11-20,754890,Retail,Directors & Officers (D&O),Rio Grande do Sul,1
Closed - Converted,Referral,2025-08-08,1049435,Financial Services,Commercial Property,Distrito Federal,1
Closed - Converted,Web,2025-01-01,1382596,FinTech,Cyber Liability Insurance,Santa Catarina,1
Closed - Converted,Cold Call,2025-01-20,5894894,Financial Services,Pension Fund Management,Bahia,1
Working,LinkedIn,2025-04-22,1018733,Insurance,Cyber Liability Insurance,Rio Grande do Sul,0
Working,Cold Call,2025-04-06,8873918,Financial Services,Pension Fund Management,Minas Gerais,0
Closed - Not Converted,LinkedIn,2025-04-03,489147,Insurance,Group Health Insurance,Parana,0
New,Referral,2025-03-15,8486773,Financial Services,Fleet Auto Insurance,Rio de Janeiro,0
Working,Partner,2025-05-27,1441684,Insurance,Group Health Insurance,Bahia,0
New,Web,2025-05-22,6698904,Financial Services,Fleet Auto Insurance,Santa Catarina,0
New,Cold Call,2025-11-16,1366196,Insurance,Commercial Property,Sao Paulo,0
New,Referral,2025-04-24,1504488,Financial Services,Commercial Property,Distrito Federal,0
Closed - Not Converted,Trade Show,2025-09-15,488643,FinTech,Corporate Life Insurance,Distrito Federal,0
Closed - Not Converted,Referral,2025-08-06,1622279,Insurance,Corporate Life Insurance,Sao Paulo,0
Working,LinkedIn,2025-06-03,1995543,Insurance,Fleet Auto Insurance,Parana,0
Closed - Not Converted,Cold Call,2025-06-01,18938945,Financial Services,Pension Fund Management,Distrito Federal,0
Closed - Not Converted,Cold Call,2025-01-07,27081079,Financial Services,Commercial Property,Sao Paulo,0
Working,Referral,2025-07-15,14665031,Financial Services,Commercial Property,Bahia,0
Closed - Not Converted,Cold Call,2025-06-14,225714,Insurance,Pension Fund Management,Distrito Federal,0
Working,Trade Show,2025-09-10,5817184,Financial Services,Cyber Liability Insurance,Minas Gerais,0
Closed - Converted,Trade Show,2025-08-06,90640632,Financial Services,Fleet Auto Insurance,Bahia,1
New,Partner,2025-07-04,326876,Insurance,Pension Fund Management,Minas Gerais,0
New,Trade Show,2025-07-01,3930041,Financial Services,Corporate Life Insurance,Rio de Janeiro,0
New,Cold Call,2025-01-11,3452339,Insurance,Pension Fund Management,Rio Grande do Sul,0
Working,Trade Show,2025-05-26,550616,Insurance,Group Health Insurance,Parana,0
New,Referral,2025-02-22,47427113,Financial Services,Fleet Auto Insurance,Bahia,0
New,Trade Show,2025-06-24,3148295,Financial Services,Corporate Life Insurance,Minas Gerais,0
Closed - Converted,LinkedIn,2025-07-08,2111706,FinTech,Group Health Insurance,Sao Paulo,1
Closed - Converted,Cold Call,2025-06-09,343272,Insurance,Commercial Property,Bahia,1
Working,Web,2025-07-09,4618016,Financial Services,Fleet Auto Insurance,Parana,0
Working,Web,2025-10-28,826210,Insurance,Directors & Officers (D&O),Rio de Janeiro,0
Closed - Not Converted,LinkedIn,2025-01-04,1650925,FinTech,Directors & Officers (D&O),Distrito Federal,0
Working,Trade Show,2025-06-08,6319414,Insurance,Cyber Liability Insurance,Distrito Federal,0
Working,Trade Show,2025-11-23,19102020,Financial Services,Commercial Property,Rio Grande do Sul,0
Closed - Converted,Partner,2025-06-29,1495545,Financial Services,Pension Fund Management,Rio Grande do Sul,1
Working,Cold Call,2025-02-20,530764,Insurance,Cyber Liability Insurance,Rio Grande do Sul,0
Nurturing,Referral,2025-02-08,812920,Insurance,Commercial Property,Rio Grande do Sul,0
Closed - Not Converted,Trade Show,2025-08-16,2160949,Insurance,Pension Fund Management,Rio de Janeiro,0
New,LinkedIn,2025-02-21,128856,Healthcare,Fleet Auto Insurance,Bahia,0
New,Cold Call,2025-09-07,26656235,Banking,Directors & Officers (D&O),Sao Paulo,0
New,Trade Show,2025-02-10,9210830,Financial Services,Pension Fund Management,Santa Catarina,0
Working,Web,2025-02-13,3025062,Healthcare,Directors & Officers (D&O),Sao Paulo,0
New,Trade Show,2025-09-21,18927315,Financial Services,Fleet Auto Insurance,Distrito Federal,0
