Id,Name,StageName,Amount,CreatedDate,CloseDate,Probability,LeadSource,Product,LeadId
0065f2a14400f9f,Oscorp 69 - Directors & Officers (D&O),Negotiation/Review,51915,2025-03-05,2025-04-04,90,LinkedIn,Directors & Officers (D&O),00Qedce7916fedf
006c8c0663c0668,Stark Ind 48 - Cyber Liability Insurance,Needs Analysis,6857,2025-11-13,2026-05-08,30,Referral,Cyber Liability Insurance,00Q11a55462282c
006c8565e3ccb96,Acme Corp 11 - Directors & Officers (D&O),Value Proposition,17068,2025-02-18,2025-04-20,50,Web,Directors & Officers (D&O),00Qb32f02800d80
0064ee5e466c714,Virtucon 75 - Directors & Officers (D&O),Needs Analysis,12803,2025-10-31,2026-03-31,30,Referral,Directors & Officers (D&O),00Qd3dd3cc3f875
00604d7f3c398ec,Cyberdyne 49 - Commercial Property,Prospecting,14365,2025-02-19,2025-05-31,10,Web,Commercial Property,00Q072d63b146ad
00674731af8ebc4,Massive Dynamic 42 - Fleet Auto Insurance,Proposal/Price Quote,161558,2025-02-16,2025-04-11,75,Cold Call,Fleet Auto Insurance,00Qe7d6a7b463c0
006dc23fea0f246,Wayne Ent 88 - Fleet Auto Insurance,Needs Analysis,66028,2025-03-31,2025-07-21,30,Referral,Fleet Auto Insurance,00Q75c62d91c049
0066c555cf8019e,MomCorp 84 - Corporate Life Insurance,Needs Analysis,28120,2025-11-04,2025-12-10,30,Trade Show,Corporate Life Insurance,00Q571f9526bf17
0066b86cc69e53c,Vandelay Ind 18 - Cyber Liability Insurance,Needs Analysis,38531,2025-04-22,2025-06-19,30,LinkedIn,Cyber Liability Insurance,00Q4c67e20ca3c6
0067f809876a4e4,Cyberdyne 60 - Pension Fund Management,Negotiation/Review,513380,2025-06-17,2025-09-05,90,Trade Show,Pension Fund Management,00Q5465b952adcb
0069a031e7708f1,Globex 2 - Cyber Liability Insurance,Proposal/Price Quote,73169,2025-09-18,2026-02-02,75,Partner,Cyber Liability Insurance,00Q37bc412d9a1f
006ecd02a2a8855,Initech 38 - Group Health Insurance,Qualification,48654,2025-03-11,2025-07-11,20,Cold Call,Group Health Insurance,00Q85469672b063
00655e82606efb5,MomCorp 27 - Group Health Insurance,Needs Analysis,36563,2025-09-26,2025-11-02,30,Cold Call,Group Health Insurance,00Q00053f0f1e4e
0063e79cc1e0e76,Acme Corp 28 - Group Health Insurance,Proposal/Price Quote,35397,2025-02-19,2025-04-30,75,Cold Call,Group Health Insurance,00Q7a327388349c
006746fd249a047,Dunder Mifflin 28 - Fleet Auto Insurance,Qualification,48839,2025-11-08,2025-12-19,20,Trade Show,Fleet Auto Insurance,00Qabe27a991f30
006a642e2779ca2,Cyberdyne 2 - Fleet Auto Insurance,Proposal/Price Quote,96889,2025-08-05,2025-11-22,75,Referral,Fleet Auto Insurance,00Qcfb86decb3bb
0062af12256c7ac,Stark Ind 1 - Commercial Property,Qualification,158796,2025-02-02,2025-03-26,20,Referral,Commercial Property,00Q988c73c4d76e
00684cddb5946d2,Dunder Mifflin 45 - Cyber Liability Insurance,Negotiation/Review,99091,2025-04-20,2025-05-30,90,Cold Call,Cyber Liability Insurance,00Qf127dc18aefb
00697141b3b3fc2,Aperture Science 39 - Corporate Life Insurance,Needs Analysis,70987,2025-06-21,2025-10-18,30,Web,Corporate Life Insurance,00Qd68a6d16762d
0063fbd4a2e54f7,Massive Dynamic 44 - Group Health Insurance,Needs Analysis,184646,2025-02-09,2025-06-16,30,Trade Show,Group Health Insurance,00Q8424696f6177
